Código	Descrição	Unidade	Preço
39414	CHAPA DE GESSO ACARTONADO, RESISTENTE AO FOGO (RF), COR ROSA, E = 12,5 MM, 1200 X 1800 MM (L X C)	M2	24,79
39415	CHAPA DE GESSO ACARTONADO, RESISTENTE AO FOGO (RF), COR ROSA, E = 12,5 MM, 1200 X 2400 MM (L X C)	M2	26,27
39412	CHAPA DE GESSO ACARTONADO, STANDARD (ST), COR BRANCA, E = 12,5 MM, 1200 X 1800 MM (L X C)	M2	18,66
39413	CHAPA DE GESSO ACARTONADO, STANDARD (ST), COR BRANCA, E = 12,5 MM, 1200 X 2400 MM (L X C)	M2	18,49
1338	CHAPA DE LAMINADO MELAMINICO, LISO BRILHANTE, DE *1,25 X 3,08* M, E = 0,8 MM	M2	16,44
1340	CHAPA DE LAMINADO MELAMINICO, LISO FOSCO, DE *1,25 X 3,08* M, E = 0,8 MM	M2	19,00
1341	CHAPA DE LAMINADO MELAMINICO, TEXTURIZADO, DE *1,25 X 3,08* M, E = 0,8 MM	M2	18,30
1364	CHAPA DE MADEIRA COMPENSADA DE PINUS, VIROLA OU EQUIVALENTE, DE *2,2 X 1,6* M, E = 10 MM	M2	20,06
1361	CHAPA DE MADEIRA COMPENSADA DE PINUS, VIROLA OU EQUIVALENTE, DE *2,2 X 1,6* M, E = 12 MM	UN	83,67
1362	CHAPA DE MADEIRA COMPENSADA DE PINUS, VIROLA OU EQUIVALENTE, DE *2,2 X 1,6* M, E = 15 MM	M2	27,93
11131	CHAPA DE MADEIRA COMPENSADA DE PINUS, VIROLA OU EQUIVALENTE, DE *2,2 X 1,6* M, E = 20 MM	M2	35,74
11132	CHAPA DE MADEIRA COMPENSADA DE PINUS, VIROLA OU EQUIVALENTE, DE *2,2 X 1,6* M, E = 25 MM	M2	42,26
1363	CHAPA DE MADEIRA COMPENSADA DE PINUS, VIROLA OU EQUIVALENTE, DE *2,2 X 1,6* M, E = 6 MM	M2	14,21
11130	CHAPA DE MADEIRA COMPENSADA DE PINUS, VIROLA OU EQUIVALENTE, DE *2,2 X 1,6* M, E = 8 MM	M2	18,00
11134	CHAPA DE MADEIRA COMPENSADA NAVAL (COM COLA FENOLICA), E = 10 MM, DE *1,60 X 2,20* M	M2	18,60
11135	CHAPA DE MADEIRA COMPENSADA NAVAL (COM COLA FENOLICA), E = 12 MM, DE *1,60 X 2,20* M	M2	22,67
11136	CHAPA DE MADEIRA COMPENSADA NAVAL (COM COLA FENOLICA), E = 15 MM, DE *1,60 X 2,20* M	M2	24,52
34743	CHAPA DE MADEIRA COMPENSADA NAVAL (COM COLA FENOLICA), E = 18 MM, DE *1,60 X 2,20* M	M2	31,22
11137	CHAPA DE MADEIRA COMPENSADA NAVAL (COM COLA FENOLICA), E = 20 MM, DE *1,60 X 2,20* M	M2	34,81
34745	CHAPA DE MADEIRA COMPENSADA NAVAL (COM COLA FENOLICA), E = 25 MM, DE *1,60 X 2,20* M	M2	39,67
34746	CHAPA DE MADEIRA COMPENSADA NAVAL (COM COLA FENOLICA), E = 4 MM, DE *1,60 X 2,20* M	M2	10,22
1360	CHAPA DE MADEIRA COMPENSADA NAVAL (COM COLA FENOLICA), E = 6 MM, DE *1,60 X 2,20* M	M2	12,62
1347	CHAPA DE MADEIRA COMPENSADA PLASTIFICADA PARA FORMA DE CONCRETO, DE *1,10 X 2,20* M, E = 12 MM	M2	28,30
1346	CHAPA DE MADEIRA COMPENSADA PLASTIFICADA PARA FORMA DE CONCRETO, DE *2,44 X 1,22* M, E = 10 MM	M2	23,68
1342	CHAPA DE MADEIRA COMPENSADA PLASTIFICADA PARA FORMA DE CONCRETO, DE *2,44 X 1,22* M, E = 14 MM	UN	72,95
1345	CHAPA DE MADEIRA COMPENSADA PLASTIFICADA PARA FORMA DE CONCRETO, DE *2,44 X 1,22* M, E = 18 MM	M2	38,37
1349	CHAPA DE MADEIRA COMPENSADA PLASTIFICADA PARA FORMA DE CONCRETO, DE *2,44 X 1,22* M, E = 20 MM	UN	104,03
1344	CHAPA DE MADEIRA COMPENSADA PLASTIFICADA PARA FORMA DE CONCRETO, DE *2,44 X 1,22* M, E = 6 MM	UN	41,27
1350	CHAPA DE MADEIRA COMPENSADA RESINADA PARA FORMA DE CONCRETO, DE *2,2 X 1,1* M, E = 10 MM	UN	42,00
1357	CHAPA DE MADEIRA COMPENSADA RESINADA PARA FORMA DE CONCRETO, DE *2,2 X 1,1* M, E = 12 MM	UN	53,50
1355	CHAPA DE MADEIRA COMPENSADA RESINADA PARA FORMA DE CONCRETO, DE *2,2 X 1,1* M, E = 14 MM	M2	24,62
1358	CHAPA DE MADEIRA COMPENSADA RESINADA PARA FORMA DE CONCRETO, DE *2,2 X 1,1* M, E = 17 MM	M2	28,52
1359	CHAPA DE MADEIRA COMPENSADA RESINADA PARA FORMA DE CONCRETO, DE *2,2 X 1,1* M, E = 20 MM	UN	82,65
1351	CHAPA DE MADEIRA COMPENSADA RESINADA PARA FORMA DE CONCRETO, DE *2,2 X 1,1* M, E = 6 MM	UN	26,63
34659	CHAPA DE MDF BRANCO LISO 1 FACE, E = 12 MM, DE *2,75 X 1,85* M	M2	19,94
34514	CHAPA DE MDF BRANCO LISO 1 FACE, E = 15 MM, DE *2,75 X 1,85* M	M2	19,94
34660	CHAPA DE MDF BRANCO LISO 1 FACE, E = 18 MM, DE *2,75 X 1,85* M	M2	25,29
34661	CHAPA DE MDF BRANCO LISO 1 FACE, E = 25 MM, DE *2,75 X 1,85* M	M2	36,33
34667	CHAPA DE MDF BRANCO LISO 1 FACE, E = 6 MM, DE *2,75 X 1,85* M	M2	13,15
34668	CHAPA DE MDF BRANCO LISO 1 FACE, E = 9 MM, DE *2,75 X 1,85* M	M2	17,19
34741	CHAPA DE MDF BRANCO LISO 2 FACES, E = 12 MM, DE *2,75 X 1,85* M	M2	18,91
34664	CHAPA DE MDF BRANCO LISO 2 FACES, E = 15 MM, DE *2,75 X 1,85* M	M2	20,64
34665	CHAPA DE MDF BRANCO LISO 2 FACES, E = 18 MM, DE *2,75 X 1,85* M	M2	25,62
34666	CHAPA DE MDF BRANCO LISO 2 FACES, E = 25 MM, DE *2,75 X 1,85* M	M2	38,71
34669	CHAPA DE MDF BRANCO LISO 2 FACES, E = 6 MM, DE *2,75 X 1,85* M	M2	14,18
34670	CHAPA DE MDF BRANCO LISO 2 FACES, E = 9 MM, DE *2,75 X 1,85* M	M2	17,35
34671	CHAPA DE MDF CRU, E = 12 MM, DE *2,75 X 1,85* M	M2	14,48
34672	CHAPA DE MDF CRU, E = 15 MM, DE *2,75 X 1,85* M	M2	15,27
34673	CHAPA DE MDF CRU, E = 18 MM, DE *2,75 X 1,85* M	M2	18,64
34674	CHAPA DE MDF CRU, E = 20 MM, DE *2,75 X 1,85* M	M2	24,78
34675	CHAPA DE MDF CRU, E = 25 MM, DE *2,75 X 1,85* M	M2	30,22
34676	CHAPA DE MDF CRU, E = 6 MM, DE *2,75 X 1,85* M	M2	8,69
34677	CHAPA DE MDF CRU, E = 9 MM, DE *2,75 X 1,85* M	M2	11,69
11047	CHAPA GALV PLANA 19GSG 1,158MM 9,307KG/M2	KG	4,84
11061	CHAPA GALV PLANA 30GSG 0,399MM 3,204KG/M2	KG	5,84
40631	CHAPA PARA EMENDA DE VIGA, EM ACO GROSSO, QUALIDADE ESTRUTURAL, BITOLA 3/16 , E=4,75 MM, 4 FUROS, LARGURA 45 MM, COMPRIMENTO 500 MM  (COLETADO CAIXA)	PAR	36,96
11584	CHAPA RIGIDA FIBRAS MAD PRENSADA A QUENTE TIPO EUCADUR LISA 1,22 X 2,44M ESP=2,5MM	UN	78,64
11112	CHAPA/BOBINA ALUMINIO, E = 0,5 MM, L = 300 MM - 0,41 KG/M (LIGA 1200 - H14)	KG	21,78
11115	CHAPA/BOBINA ALUMINIO, E = 0,8 MM, L = 1000 MM - 2,16 KG/M (LIGA 1200 - H14)	M	10,08
11113	CHAPA/BOBINA ALUMINIO, E = 0,8 MM, L = 500 MM - 1,08 KG/M (LIGA 1200 - H14)	KG	21,78
11114	CHAPA/BOBINA ALUMINIO, E = 0,8 MM, L = 600 MM - 1,30 KG/M (LIGA 1200 - H14)	M	16,75
13712	CHAVE COMPENSADORA TRIFASICA P/ MOTOR 15CV (380V) C/ FUSIVEL DIAZED 50A	UN	9690,03
13711	CHAVE COMPENSADORA TRIFASICA P/ MOTOR 150CV (380V) C/ FUSIVEL NH 315A	UN	30206,12
13704	CHAVE COMPENSADORA TRIFASICA P/ MOTOR 40CV (380V) C/ FUSIVEL NH 100A	UN	4315,44
13710	CHAVE COMPENSADORA TRIFASICA P/ MOTOR 75CV (380V) C/ FUSIVEL NH 160A	UN	5158,95
12096	CHAVE COMUTADORA REFORCADA TIPO FACA C/ BASE DE MARMORE 1 X 30A/250V (1 POLO)	UN	21,27
12097	CHAVE COMUTADORA REFORCADA TIPO FACA C/ BASE DE MARMORE 2 X 30A/250V (2 POLOS)	UN	18,74
12098	CHAVE COMUTADORA REFORCADA TIPO FACA C/ BASE DE MARMORE 2 X 60A/250V (2 POLOS)	UN	29,43
12099	CHAVE COMUTADORA REFORCADA TIPO FACA C/ BASE DE MARMORE 3 X 30A/250V (3 POLOS)	UN	25,67
12100	CHAVE COMUTADORA REFORCADA TIPO FACA C/ BASE DE MARMORE 3 X 60A/250V (3 POLOS)	UN	31,65
20971	"CHAVE DUPLA PARA CONEXOES TIPO STORZ, ENGATE RAPIDO 1 1/2"" X 2 1/2"", EM LATAO, PARA INSTALACAO PREDIAL COMBATE A INCENDIO"	UN	9,51
12081	CHAVE ELETRICA TRIPOLAR BLINDADA DE 30 A / 250 V	UN	168,80
13709	CHAVE ESTRELA TRIANGULO TRIFASICA P/ MOTOR 15CV (380V) P/ FUSIVEL DIAZED 35A	UN	592,20
13366	CHAVE FACA BIPOLAR C/ BASE DE ARDOSIA P/ FUSIVEIS CARTUCHO 60A/250V	UN	26,93
13403	CHAVE FACA BIPOLAR C/ BASE DE ARDOSIA/MARMORE P/ FUSIVEIS CARTUCHO 30A/250V	UN	21,10
12080	CHAVE FACA MONOPOLAR BLINDADA 30A/250V	UN	40,79
12083	CHAVE FACA TRIPOLAR BLINDADA 100A/250V, TIPO F-323 SPF DA MAR-GIRIUS CONTINENTAL OU EQUIV	UN	633,00
12079	CHAVE FACA TRIPOLAR BLINDADA 150A/500V, C/BASE P/FUSIVEIS NH DE 125A, TIPO F-824 DA MAR-GIRIUS CONTINENTAL OU EQUIV	UN	516,31
12082	CHAVE FACA TRIPOLAR BLINDADA 60A/250V, TIPO F-322 SPF DA MAR-GIRIUS CONTINENTAL OU EQUIV	UN	275,35
12092	CHAVE FACA TRIPOLAR C/BASE DE ARDOSIA/MARMORE 100A/250V	UN	67,66
13368	CHAVE FACA TRIPOLAR C/BASE DE ARDOSIA/MARMORE 100A/500V	UN	73,85
12090	CHAVE FACA TRIPOLAR C/BASE DE ARDOSIA/MARMORE 30A/250V	UN	31,19
12091	CHAVE FACA TRIPOLAR C/BASE DE ARDOSIA/MARMORE 60A/250V	UN	37,62
13367	CHAVE FACA TRIPOLAR C/BASE DE ARDOSIA/MARMORE 60A/500V	UN	45,36
5047	CHAVE FUSIVEL DE DISTRIBUICAO 15,0KV/100A	UN	258,75
5048	CHAVE FUSIVEL DE DISTRIBUICAO 34,5KV/100A	UN	348,60
13386	CHAVE MAGNETICA 2 X 30A P/ COMANDO ILUMINACAO PUBLICA, ACIONADA POR RELE FOTOELETRICO NA 220V/60HZ, TIPO LUX CONTROL MODELO CIP-I/70 OU EQUIV	UN	369,25
20056	"CHAVE P/ TAMPAO PVC EB- 644 3/8"""	UN	30,84
13354	CHAVE PARTIDA DIRETA P/MOTOR TRIFASICO 7,50CV/380V, C/FUSIVEIS DIAZED E BOTAO LIGA-DESLIGA TIPO GPS SIEMENS OU EQUIV	UN	513,43
14058	CHAVE PARTIDA DIRETA TRIFASICA P/ MOTOR 10CV-220V C/ FUSIVEL DIAZED 63A	UN	650,89
14056	CHAVE PARTIDA DIRETA TRIFASICA P/ MOTOR 30CV-220V C/ FUSIVEL NH 160A	UN	4311,18
14057	CHAVE PARTIDA DIRETA TRIFASICA P/ MOTOR 5CV-220V C/ FUSIVEL DIAZED 35A	UN	670,73
13708	CHAVE PARTIDA DIRETA TRIFASICA P/ MOTOR 5CV-380V C/ FUSIVEL DIAZED 20A	UN	708,71
13353	CHAVE REVERSORA BLINDADA 30A/500V ELETROMAR OU EQUIV	UN	295,04
13847	CHAVE REVERSORA TRIFASICA BLINDADA 30A, 250V	UN	126,52
13369	CHAVE SECCIONADORA FUSIVEL TRIPOLAR, MANOBRA C/ CARGA, 160A/500V P/ FUSIVEIS NH TAMANHO 00 CORRENTE NOMINAL ATE 160A, TIPO 3 NP 4080 DA SIEMENS OU EQUIV	UN	238,74
13370	CHAVE SECCIONADORA FUSIVEL TRIPOLAR, MANOBRA C/ CARGA, 250A/500V P/ FUSIVEIS NH TAMANHO 1 CORRENTE NOMINAL ATE 250A, TIPO 3 NN 2200 DA SIEMENS OU EQUIV	UN	293,25
2395	CHAVE SECCIONADORA TRIPOLAR C/ PORTA FUSIVEIS NH, MANOBRA C/ CARGA, 125A/500V, TIPO S37 SIEMENS OU EQUIV	UN	664,65
2398	CHAVE SECCIONADORA TRIPOLAR C/ PORTA FUSIVEIS NH, MANOBRA C/ CARGA, 300A/500V, TIPO S37 SIEMENS OU EQUIV	UN	1456,28
2399	CHAVE SECCIONADORA TRIPOLAR C/ PORTA FUSIVEIS NH, MANOBRA C/ CARGA, 400A/500V, TIPO S37 SIEMENS OU EQUIV	UN	1808,27
12340	CHAVE SECCIONADORA TRIPOLAR P/ MEDIA TENSAO 400A/15KV, C/ COMANDO MANUAL SIMULTANEO NAS 3 FASES ATRAVES DE PUNHO	UN	2138,13
12341	CHAVE SECCIONADORA TRIPOLAR P/ MEDIA TENSAO 400A/15KV, C/ COMANDO MANUAL SIMULTANEO NAS 3 FASES ATRAVES DE VARA DE MANOBRA, TIPO 3 DC 0015-2W SIEMENS OU EQUIV	UN	1959,48
14281	CHAVE SECCIONADORA TRIPOLAR 250A, 600V C/ FUSIVEIS NH 200A EM CAIXA BLINDADA EM ACO	UN	988,18
14282	CHAVE SECCIONADORA TRIPOLAR 400A, 600V C/ FUSIVEIS NH 400A EM CAIXA BLINDADA EM ACO	UN	1266,00
14283	CHAVE SECCIONADORA TRIPOLAR 600A, 600V C/ FUSIVEIS NH 600A EM CAIXA BLINDADO EM ACO	UN	1702,06
14386	CHAVE SECCIONADORA TRIPOLAR, ABERTURA EM CARGA 15KV, 400A , C/ PUNHO	UN	1967,57
14385	CHAVE SECCIONADORA UNIPOLAR, ABERTURA EM CARGA C/ VARA, 15KV, 400A USO INTERNO	UN	562,66
13279	"CHUMBADOR DE ACO 5/8"" X 200MM C/ ROSCA E PORCA"	KG	5,01
11977	"CHUMBADOR DE ACO, DIAMETRO 1/2"", COMPRIMENTO 75 MM"	UN	4,31
11975	"CHUMBADOR DE ACO, DIAMETRO 5/8"", COMPRIMENTO 6"", COM PORCA"	UN	9,44
39746	"CHUMBADOR DE ACO, 1"" X 600 MM, PARA POSTES DE ACO COM BASE, INCLUSO PORCA E ARRUELA"	UN	105,13
11976	"CHUMBADOR OMEGA C/PARAFUSO OM1404 1/4"""	UN	3,17
1368	CHUVEIRO COMUM EM PLASTICO BRANCO, COM CANO, 3 TEMPERATURAS, 5500 W (110/220 V)	UN	43,00
1367	CHUVEIRO COMUM EM PLASTICO CROMADO, COM CANO, 4 TEMPERATURAS (110/220 V)	UN	139,09
7608	"CHUVEIRO PLASTICO BRANCO SIMPLES 5 '' PARA ACOPLAR EM HASTE 1/2 "", AGUA FRIA"	UN	4,23
12115	CIGARRA DE EMBUTIR 110/220V TIPO SILENTOQUE PIAL OU EQUIV	UN	15,11
11109	CIMENTO ASFALTICO DE PETROLEO A GRANEL (CAP) 30/45 (COM ICMS)	KG	1,82
497	CIMENTO ASFALTICO DE PETROLEO A GRANEL (CAP) 50/70 (COM ICMS)	T	1818,76
1380	CIMENTO BRANCO	KG	3,58
1375	CIMENTO IMPERMEABILIZANTE DE PEGA ULTRARRAPIDA PARA TAMPONAMENTOS	KG	3,84
1379	CIMENTO PORTLAND COMPOSTO CP II-32	KG	0,61
10511	CIMENTO PORTLAND COMPOSTO CP II-32 (SACO DE 50 KG)	50KG	30,50
13284	CIMENTO PORTLAND DE ALTO FORNO (AF) CP III-32	KG	0,51
25974	CIMENTO PORTLAND ESTRUTURAL BRANCO CPB-32	KG	2,04
1382	CIMENTO PORTLAND POZOLANICO CP IV- 32	50KG	29,39
34753	CIMENTO PORTLAND POZOLANICO CP IV-32	KG	0,58
420	CINTA CIRCULAR EM ACO GALVANIZADO DE 150 MM DE DIAMETRO PARA FIXACAO DE CAIXA MEDICAO	UN	15,77
12327	CINTA CIRCULAR EM ACO GALVANIZADO DE 210 MM DE DIAMETRO PARA INSTALACAO DE TRANSFORMADOR EM POSTE DE CONCRETO	UN	18,78
36148	CINTURAO DE SEGURANCA TIPO PARAQUEDISTA, FIVELA EM ACO, AJUSTE NO SUSPENSARIO, CINTURA E PERNAS	UN	56,68
13003	CLORO	L	1,86
12329	COBRE ELETROLITICO EM BARRA OU CHAPA	KG	59,61
1339	COLA A BASE DE RESINA SINTETICA PARA CHAPA DE LAMINADO MELAMINICO	KG	16,48
11849	COLA BRANCA	L	11,58
4791	COLA CONTATO P/ CHAPA VINÍLICA/BORRACHA	KG	44,03
37418	"COLAR DE TOMADA EM POLIPROPILENO, PP, COM PARAFUSOS, PARA PEAD, 63 X 1/2"" - LIGACAO PREDIAL DE AGUA"	UN	6,76
37419	"COLAR DE TOMADA EM POLIPROPILENO, PP, COM PARAFUSOS, PARA PEAD, 63 X 3/4"" - LIGACAO PREDIAL DE AGUA"	UN	6,94
1436	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 110 MM X 1/2"" P/ LIGACAO PREDIAL"	UN	8,87
1427	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 110 MM X 3/4"" LIGACAO PREDIAL"	UN	8,95
1423	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 32 MM X 3/4"" P/ LIGACAO PREDIAL"	UN	3,90
1421	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 40 MM X 1/2"" P/ LIGACAO PREDIAL"	UN	4,10
1420	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 40 MM X 3/4"" P/ LIGACAO PREDIAL"	UN	4,18
1419	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 50 MM X 1/2"" P/ LIGACAO PREDIAL"	UN	4,52
1439	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 50 MM X 3/4"" P/ LIGACAO PREDIAL"	UN	4,56
1415	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 60 MM X 1/2"" P/ LIGACAO PREDIAL"	UN	5,07
1414	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 60 MM X 3/4"" P/ LIGACAO PREDIAL"	UN	5,16
1413	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 75 MM X 1/2"" P/ LIGACAO PREDIAL"	UN	7,78
1417	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 75 MM X 3/4"" P/ LIGACAO PREDIAL"	UN	7,78
1412	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 85 MM X 1/2"" P/ LIGACAO PREDIAL"	UN	7,05
1416	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCA DE 85 MM X 3/4"" P/ LIGACAO PREDIAL"	UN	7,12
1411	COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCAVEL C/ BUCHA DE LATAO DE 110MM X 1/2'' P/ LIGACAO PREDIAL	UN	14,65
1435	COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCAVEL C/ BUCHA DE LATAO DE 60MM X 1/2'' P/ LIGACAO PREDIAL	UN	9,76
1406	COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCAVEL C/ BUCHA DE LATAO DE 60MM X 3/4'' P/ LIGACAO PREDIAL	UN	9,76
1407	COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCAVEL C/ BUCHA DE LATAO DE 75MM X 1/2'' P/ LIGACAO PREDIAL	UN	12,17
1418	COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCAVEL C/ BUCHA DE LATAO DE 75MM X 3/4'' P/ LIGACAO PREDIAL	UN	12,17
1404	"COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCAVEL C/ BUCHA DE LATAO DE 85MM X 1/2"" P/ LIGACAO PREDIAL"	UN	12,87
1410	COLAR TOMADA PVC C/ TRAVAS SAIDA ROSCAVEL C/ BUCHA DE LATAO DE 85MM X 3/4'' P/ LIGACAO PREDIAL	UN	12,87
20093	"COLAR TOMADA PVC C/ TRAVAS,SAIDA ROSCAVEL C/ BUCHA DE LATAO DE 110MM X 3/4"""	UN	14,65
1402	COLAR TOMADA PVC DE 32 MM X 1/2 COM TRAVAS SAÍDA ROSCA PARA LIGAÇÃO PREDIAL	UN	3,87
1442	COMPACTADOR DE SOLO, TIPO PLACA VIBRATORIA REVERSIVEL, COM MOTOR A GASOLINA DE 4 TEMPOS, PESO ENTRE 125 E 150 KG, FORCA CENTRIFUGA ENTRE 2500 E 2800 KGF, LARGURA DE TRABALHO ENTRE 400 E 450 MM, FREQUENCIA DE VI	UN	9526,14
1443	COMPACTADOR DE SOLOS COM PLACA VIBRATORIA, DE 135 A 156 KG, COM MOTOR A DIESEL OU GASOLINA DE 4 A 6 HP, NAO REVERSIVEL (LOCACAO)	H	3,38
11281	COMPACTADOR DE SOLOS DE PERCURSAO (SOQUETE) COM MOTOR A GASOLINA 4 TEMPOS DE 3 HP (3 CV)	UN	11347,50
13458	COMPACTADOR DE SOLOS DE PERCURSAO (SOQUETE) COM MOTOR A GASOLINA 4 TEMPOS DE 4 HP (4 CV)	UN	14061,03
1449	COMPACTADOR SOLOS C/ PLACA VIBRATÓRIA MOTOR DIESEL/GASOLINA * 5HP * NÃO REVERSÍVEL TIPO CLARIDOM CS-15 OU EQUIV	H	3,04
1453	COMPACTADOR SOLOS C/ PLACA VIBRATÓRIA MOTOR DIESEL/GASOLINA 7 A 10HP 400KG NÃO REVERSÍVEL TIPO DYNAPAC CM-20 OU EQUIV	H	4,05
1444	COMPACTADOR SOLOS COM PLACA VIBRATORIA MOTOR DIESEL/GASOLINA MENOR OU IGUAL A 10CV NAO REVERSIVEL TIPO CLARIDOM CS- 30 OU EQUIVALENTE	H	3,61
1448	COMPACTADOR SOLOS PNEUMÁTICO TIPO SAPO ATE 35KG TIPO CLOZIRONE OU EQUIV	H	4,05
1445	COMPACTADOR SOLOS TIPO SAPO C/ MOTOR DIESEL/GASOLINA *3HP* NÃO REVERSÍVEL PADRAO DYNAPAL LC -7 I R OU EQUIV	H	4,05
1511	COMPRESSOR DE AR DIESEL REBOCAVEL 125 A 134PCM	H	10,40
1513	COMPRESSOR DE AR DIESEL REBOCAVEL 160 A 170PCM C/ 1 MARTELETE ROMPEDOR	H	14,06
1508	COMPRESSOR DE AR DIESEL REBOCAVEL 160PCM	H	11,24
1512	COMPRESSOR DE AR DIESEL REBOCAVEL 250 A 275PCM	H	13,50
1514	COMPRESSOR DE AR DIESEL REBOCAVEL 365PCM	H	18,28
1515	COMPRESSOR DE AR DIESEL REBOCAVEL 600PCM	H	28,68
36524	COMPRESSOR DE AR ESTACIONARIO, VAZAO 620 PCM, PRESSAO EFETIVA DE TRABALHO 109 PSI, MOTOR ELETRICO, POTENCIA 127 CV	UN	60396,17
1509	COMPRESSOR DE AR REBOCÁVEL COM MOTOR DIESEL, 250 PCM - (LOCAÇÃO)	H	13,50
36526	COMPRESSOR DE AR REBOCAVEL VAZAO 400 PCM, PRESSAO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTENCIA 110 CV	UN	48669,69
36523	COMPRESSOR DE AR REBOCAVEL VAZAO 748 PCM, PRESSAO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTENCIA 210 CV	UN	104195,25
36527	COMPRESSOR DE AR REBOCAVEL VAZAO 860 PCM, PRESSAO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTENCIA 250 CV	UN	113177,50
13803	COMPRESSOR DE AR REBOCAVEL, VAZAO *89* PCM, PRESSAO EFETIVA DE TRABALHO *102* PSI, MOTOR DIESEL, POTENCIA *20* CV	UN	40924,00
38642	COMPRESSOR DE AR REBOCAVEL, VAZAO 152 PCM, PRESSAO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTENCIA 31,5 KW	UN	26350,62
36522	COMPRESSOR DE AR REBOCAVEL, VAZAO 189 PCM, PRESSAO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTENCIA 63 CV	UN	30645,46
36525	COMPRESSOR DE AR REBOCAVEL, VAZAO 250 PCM, PRESSAO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTENCIA 81 CV	UN	41041,43
34348	CONCERTINA CLIPADA (DUPLA) EM ACO GALVANIZADO DE ALTA RESISTENCIA, COM ESPIRAL DE 300 MM, D = 2,76 MM	M	18,17
34347	CONCERTINA SIMPLES EM ACO GALVANIZADO DE ALTA RESISTENCIA, COM ESPIRAL DE 300 MM, D = 2,76 MM	M	9,39
11146	CONCRETO AUTOADENSAVEL (CAA) CLASSE DE RESISTENCIA C15, ESPALHAMENTO SF2, INCLUI SERVICO DE BOMBEAMENTO (NBR 15823)	M3	388,42
39850	CONCRETO AUTOADENSAVEL (CAA) CLASSE DE RESISTENCIA C20, ESPALHAMENTO SF2, EXCLUI SERVICO DE BOMBEAMENTO (NBR 15823)	M3	470,49
11147	CONCRETO AUTOADENSAVEL (CAA) CLASSE DE RESISTENCIA C20, ESPALHAMENTO SF2, INCLUI SERVICO DE BOMBEAMENTO (NBR 15823)	M3	402,80
34872	CONCRETO AUTOADENSAVEL (CAA) CLASSE DE RESISTENCIA C25, ESPALHAMENTO SF2, INCLUI SERVICO DE BOMBEAMENTO (NBR 15823)	M3	417,19
34491	CONCRETO AUTOADENSAVEL (CAA) CLASSE DE RESISTENCIA C30, ESPALHAMENTO SF2, INCLUI SERVICO DE BOMBEAMENTO (NBR 15823)	M3	425,63
34770	CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) PARA PAVIMENTACAO ASFALTICA, PADRAO DNIT, FAIXA C, COM CAP 30/45 - AQUISICAO POSTO USINA	T	196,30
34759	CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) PARA PAVIMENTACAO ASFALTICA, PADRAO DNIT, FAIXA C, COM CAP 30/45 - DMT = 10 KM	M3	490,24
1518	CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) PARA PAVIMENTACAO ASFALTICA, PADRAO DNIT, FAIXA C, COM CAP 50/70 - AQUISICAO POSTO USINA	T	220,51
1520	CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) PARA PAVIMENTACAO ASFALTICA, PADRAO DNIT, FAIXA C, COM CAP 50/70 - DMT = 10 KM	M3	549,51
34492	CONCRETO USINADO BOMBEAVEL, CLASSE DE RESISTENCIA C20, COM BRITA 0 E 1, SLUMP = 100 +/- 20 MM, EXCLUI SERVICO DE BOMBEAMENTO (NBR 8953)	M3	352,45
1524	CONCRETO USINADO BOMBEAVEL, CLASSE DE RESISTENCIA C20, COM BRITA 0 E 1, SLUMP = 100 +/- 20 MM, INCLUI SERVICO DE BOMBEAMENTO (NBR 8953)	M3	410,00
