Código	Descrição	Unidade	Preço
92960	MÁQUINA EXTRUSORA DE CONCRETO PARA GUIAS E SARJETAS, MOTOR A DIESEL, P OTÊNCIA 14 CV - CHP DIURNO. AF_12/2015	CHP	13,00
92966	MARTELO PERFURADOR PNEUMÁTICO MANUAL, HASTE 25 X 75 MM, 21 KG - CHP DI URNO. AF_12/2015	CHP	11,12
93224	PERFURATRIZ COM TORRE METÁLICA PARA EXECUÇÃO DE ESTACA HÉLICE CONTÍNUA , PROFUNDIDADE MÁXIMA DE 32 M, DIÂMETRO MÁXIMO DE 1000 MM, POTÊNCIA IN STALADA DE 350 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 263 KNM - CHP DI URNO. AF_01/2016	CHP	664,64
93233	BETONEIRA CAPACIDADE NOMINAL 400 L, CAPACIDADE DE MISTURA 310 L, MOTOR A GASOLINA POTÊNCIA 5,5 HP, SEM CARREGADOR - CHP DIURNO. AF_02/2016	CHP	5,52
5957	COMPACTADOR DE SOLOS COM PLACA VIBRATORIA, 46X51CM, 5HP, 156KG, DIESEL , IMPACTO DINAMICO 1700KG - CUSTO HORARIO PRODUTIVO DIURNO	CHP	18,52
5632	ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACION AL 17 T, POTENCIA BRUTA 111 HP - CHI DIURNO. AF_06/2014	CHI	49,52
5679	RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X4, POTÊNCIA LÍ Q. 88 HP, CAÇAMBA CARREG. CAP. MÍN. 1 M3, CAÇAMBA RETRO CAP. 0,26 M3, PESO OPERACIONAL MÍN. 6.674 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,37 M - C HI DIURNO. AF_06/2014	CHI	37,41
5681	RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X2, POTÊNCIA LÍ Q. 79 HP, CAÇAMBA CARREG. CAP. MÍN. 1 M3, CAÇAMBA RETRO CAP. 0,20 M3, PESO OPERACIONAL MÍN. 6.570 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,37 M - C HI DIURNO. AF_06/2014	CHI	35,45
5683	ROLO COMPACTADOR VIBRATÓRIO DE CILINDRO LISO, AUTO-PROPEL. DE AÇO, 80H P - 8,1T - CHI DIURNO	CHI	44,62
5685	ROLO COMPACTADOR VIBRATÓRIO DE UM CILINDRO AÇO LISO, POTÊNCIA 80 HP, P ESO OPERACIONAL MÁXIMO 8,1 T, IMPACTO DINÂMICO 16,15 / 9,5 T, LARGURA DE TRABALHO 1,68 M - CHI DIURNO. AF_06/2014	CHI	35,34
5690	GRADE DE DISCO CONTROLE REMOTO REBOCÁVEL, COM 24 DISCOS 24 X 6 MM COM PNEUS PARA TRANSPORTE - CHI DIURNO. AF_06/2014	CHI	4,04
5806	"MOTOBOMBA CENTRÍFUGA, MOTOR A GASOLINA, POTÊNCIA 5,42 HP, BOCAIS 1 1/2 "" X 1"", DIÂMETRO ROTOR 143 MM HM/Q = 6 MCA / 16,8 M3/H A 38 MCA / 6,6 M3/H - CHI DIURNO. AF_06/2014"	CHI	0,19
5826	CAMINHÃO TOCO, PBT 16.000 KG, CARGA ÚTIL MÁX. 10.685 KG, DIST. ENTRE E IXOS 4,8 M, POTÊNCIA 189 CV, INCLUSIVE CARROCERIA FIXA ABERTA DE MADEI RA P/ TRANSPORTE GERAL DE CARGA SECA, DIMEN. APROX. 2,5 X 7,00 X 0,50 M - CHI DIURNO. AF_06/2014	CHI	29,04
5829	USINA DE CONCRETO FIXA CAPACIDADE 90/120 M³, 63HP - CHI DIURNO	CHI	99,69
5837	VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 1,90 M A 5,30 M, POTÊNCIA 105 HP CAPACIDADE 450 T/H - CHI DIURNO. AF_11/20 14	CHI	68,27
5841	VASSOURA MECÂNICA REBOCÁVEL COM ESCOVA CILÍNDRICA, LARGURA ÚTIL DE VAR RIMENTO DE 2,44 M - CHI DIURNO. AF_06/2014	CHI	4,12
5845	TRATOR DE PNEUS, POTÊNCIA 122 CV, TRAÇÃO 4X4, PESO COM LASTRO DE 4.510 KG - CHI DIURNO. AF_06/2014	CHI	26,07
5849	TRATOR DE ESTEIRAS, POTÊNCIA 170 HP, PESO OPERACIONAL 19 T, CAÇAMBA 5, 2 M3 - CHI DIURNO. AF_06/2014	CHI	64,67
5853	TRATOR DE ESTEIRAS, POTÊNCIA 150 HP, PESO OPERACIONAL 16,7 T, COM RODA MOTRIZ ELEVADA E LÂMINA 3,18 M3 - CHI DIURNO. AF_06/2014	CHI	64,95
5857	TRATOR DE ESTEIRAS, POTÊNCIA 347 HP, PESO OPERACIONAL 38,5 T, COM LÂMI NA 8,70 M3 - CHI DIURNO. AF_06/2014	CHI	171,28
5865	ROLO COMPACTADOR VIBRATÓRIO REBOCÁVEL, CILINDRO DE AÇO LISO, POTÊNCIA DE TRAÇÃO DE 65 CV, PESO 4,7 T, IMPACTO DINÂMICO 18,3 T, LARGURA DE TR ABALHO 1,67 M - CHI DIURNO. AF_02/2016	CHI	5,66
5869	ROLO COMPACTADOR VIBRATÓRIO TANDEM AÇO LISO, POTÊNCIA 58 HP, PESO SEM/ COM LASTRO 6,5 / 9,4 T, LARGURA DE TRABALHO 1,2 M - CHI DIURNO. AF_06/ 2014	CHI	39,61
5873	ROLO COMPACTADOR DE PNEUS ESTÁTICO, PRESSÃO VARIÁVEL, POTÊNCIA 99 HP, PESO SEM/COM LASTRO 9,45 / 21,0 T, LARGURA DE ROLAGEM 2,265 M - CHI DI URNO. AF_02/2016	CHI	40,98
5877	RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X4, POTÊNCIA LÍ Q. 72 HP, CAÇAMBA CARREG. CAP. MÍN. 0,79 M3, CAÇAMBA RETRO CAP. 0,18 M 3, PESO OPERACIONAL MÍN. 7.140 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,50 M - CHI DIURNO. AF_06/2014	CHI	36,78
5881	ROLO COMPACTADOR VIBRATÓRIO PÉ DE CARNEIRO, OPERADO POR CONTROLE REMOT O, POTÊNCIA 12,5 KW, PESO OPERACIONAL 1,675 T, LARGURA DE TRABALHO 0,8 5 M - CHI DIURNO. AF_02/2016	CHI	42,21
5884	USINA DE LAMA ASFÁLTICA, PROD 30 A 50 T/H, SILO DE AGREGADO 7 M3, RESE RVATÓRIOS PARA EMULSÃO E ÁGUA DE 2,3 M3 CADA, MISTURADOR TIPO PUG MILL A SER MONTADO SOBRE CAMINHÃO - CHI DIURNO. AF_10/2014	CHI	36,18
5892	CAMINHÃO TOCO, PESO BRUTO TOTAL 14.300 KG, CARGA ÚTIL MÁXIMA 9590 KG, DISTÂNCIA ENTRE EIXOS 4,76 M, POTÊNCIA 185 CV (NÃO INCLUI CARROCERIA) - CHI DIURNO. AF_06/2014	CHI	30,05
5896	CAMINHÃO TOCO, PESO BRUTO TOTAL 16.000 KG, CARGA ÚTIL MÁXIMA DE 10.685 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 189 CV EXCLUSIVE CARROCERI A - CHI DIURNO. AF_06/2014	CHI	27,94
5903	CAMINHÃO PIPA 10.000 L TRUCADO, PESO BRUTO TOTAL 23.000 KG, CARGA ÚTIL MÁXIMA 15.935 KG, DISTÂNCIA ENTRE EIXOS 4,8 M, POTÊNCIA 230 CV, INCLU SIVE TANQUE DE AÇO PARA TRANSPORTE DE ÁGUA - CHI DIURNO. AF_06/2014	CHI	35,69
5907	DISTRIBUIDOR DE AGREGADO TIPO DOSADOR REBOCAVEL  COM 4 PNEUS COM LARGU RA 3,66 M - CHI DIURNO	CHI	8,14
5911	ESPARGIDOR DE ASFALTO PRESSURIZADO COM TANQUE DE 2500 L, REBOCÁVEL COM MOTOR A GASOLINA POTÊNCIA 3,4 HP - CHI DIURNO. AF_07/2014	CHI	17,22
5923	"GRADE DE DISCO REBOCÁVEL COM 20 DISCOS 24"" X 6 MM COM PNEUS PARA TRANS PORTE - CHI DIURNO. AF_06/2014"	CHI	3,17
5926	LANCA ELEVATORIA TELESCOPICA DE ACIONAMENTO HIDRAULICO, CAPACIDADE DE CARGA 30.000 KG, COM CESTO, MONTADA SOBRE CAMINHAO TRUCADO - CHI DIURN O	CHI	233,40
5930	GUINDAUTO HIDRÁULICO, CAPACIDADE MÁXIMA DE CARGA 6200 KG, MOMENTO MÁXI MO DE CARGA 11,7 TM, ALCANCE MÁXIMO HORIZONTAL 9,70 M, INCLUSIVE CAMIN HÃO TOCO PBT 16.000 KG, POTÊNCIA DE 189 CV - CHI DIURNO. AF_06/2014	CHI	33,79
5934	MOTONIVELADORA POTÊNCIA BÁSICA LÍQUIDA (PRIMEIRA MARCHA) 125 HP, PESO BRUTO 13032 KG, LARGURA DA LÂMINA DE 3,7 M - CHI DIURNO. AF_06/2014	CHI	55,91
5942	PÁ CARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA 128 HP, CAPACIDADE DA CA ÇAMBA 1,7 A 2,8 M3, PESO OPERACIONAL 11632 KG - CHI DIURNO. AF_06/2014	CHI	48,13
5946	PÁ CARREGADEIRA SOBRE RODAS, POTÊNCIA 197 HP, CAPACIDADE DA CAÇAMBA 2, 5 A 3,5 M3, PESO OPERACIONAL 18338 KG - CHI DIURNO. AF_06/2014	CHI	59,50
5952	MARTELETE OU ROMPEDOR PNEUMÁTICO MANUAL 28KG, FREQUENCIA DE IMPACTO 12 30/MINUTO - CHI DIURNO	CHI	11,46
5954	COMPRESSOR DE AR REBOCÁVEL, VAZÃO 189 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 63 CV - CHI DIURNO. AF_06/2015	CHI	2,23
5959	COMPACTADOR DE SOLOS COM PLACA VIBRATORIA, 46X51CM, 5HP, 156KG, DIESEL , IMPACTO DINAMICO 1700KG - CUSTO HORARIO IMPRODUTIVO DIURNO	CHI	15,22
5961	CAMINHÃO BASCULANTE 6 M3, PESO BRUTO TOTAL 16.000 KG, CARGA ÚTIL MÁXIM A 13.071 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV INCLUSIVE C AÇAMBA METÁLICA - CHI DIURNO. AF_06/2014	CHI	35,13
6260	CAMINHÃO PIPA 6.000 L, PESO BRUTO TOTAL 13.000 KG, DISTÂNCIA ENTRE EIX OS 4,80 M, POTÊNCIA 189 CV INCLUSIVE TANQUE DE AÇO PARA TRANSPORTE DE ÁGUA, CAPACIDADE 6 M3 - CHI DIURNO. AF_06/2014	CHI	31,44
6389	MAQUINA SOLDA ARCO 375A DIESEL 33CV CHI DIURNO EXCLUSIVE OPERADOR	H	18,69
6880	ROLO COMPACTADOR DE PNEUS ESTÁTICO, PRESSÃO VARIÁVEL, POTÊNCIA 111 HP, PESO SEM/COM LASTRO 9,5 / 26 T, LARGURA DE TRABALHO 1,90 M - CHI DIUR NO. AF_07/2014	CHI	41,81
7023	DISTRIBUIDOR DE BETUME 6000L 56CV SOB PRESSAO MONTADO SOBRE CHASSIS DE CAMINHÃO - CHI	CHI	23,27
7031	TANQUE DE ASFALTO ESTACIONÁRIO COM SERPENTINA, CAPACIDADE 30.000 L - C HI DIURNO. AF_06/2014	CHI	2,58
7043	"MOTOBOMBA TRASH (PARA ÁGUA SUJA) AUTO ESCORVANTE, MOTOR GASOLINA DE 6, 41 HP, DIÂMETROS DE SUCÇÃO X RECALQUE: 3"" X 3"", HM/Q = 10 MCA / 60 M3/ H A 23 MCA / 0 M3/H - CHI DIURNO. AF_10/2014"	CHI	0,24
7050	ROLO COMPACTADOR PE DE CARNEIRO VIBRATORIO, POTENCIA 125 HP, PESO OPER ACIONAL SEM/COM LASTRO 11,95 / 13,30 T, IMPACTO DINAMICO 38,5 / 22,5 T , LARGURA DE TRABALHO 2,15 M - CHI DIURNO. AF_06/2014	CHI	42,58
67827	CAMINHÃO BASCULANTE 6 M3 TOCO, PESO BRUTO TOTAL 16.000 KG, CARGA ÚTIL MÁXIMA 11.130 KG, DISTÂNCIA ENTRE EIXOS 5,36 M, POTÊNCIA 185 CV, INCLU SIVE CAÇAMBA METÁLICA - CHI DIURNO. AF_06/2014	CHI	34,30
73395	GRUPO GERADOR ESTACIONÁRIO, MOTOR DIESEL POTÊNCIA 170 KVA - CHI DIURNO . AF_02/2016	CHI	4,45
83760	CHI-GUINDASTE MADAL MD-10A	CHI	77,13
83766	GRUPO DE SOLDAGEM COM GERADOR A DIESEL 60 CV PARA SOLDA ELÉTRICA, SOBR E 04 RODAS, COM MOTOR 4 CILINDROS 600 A - CHI DIURNO. AF_02/2016	CHI	22,83
84013	ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACION AL 17,8 T, POTÊNCIA LÍQUIDA 110 HP - CHI DIURNO. AF_10/2014	CHI	48,16
87446	BETONEIRA CAPACIDADE NOMINAL 400 L, CAPACIDADE DE MISTURA 310 L, MOTOR A DIESEL POTÊNCIA 5,0 HP, SEM CARREGADOR - CHI DIURNO. AF_06/2014	CHI	0,41
88392	MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG , MOTOR ELÉTRICO POTÊNCIA 5 CV - CHI DIURNO. AF_06/2014	CHI	0,81
88398	MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 600 KG , MOTOR ELÉTRICO POTÊNCIA 7,5 CV - CHI DIURNO. AF_06/2014	CHI	0,96
88404	MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 160 KG , MOTOR ELÉTRICO POTÊNCIA 3 CV - CHI DIURNO. AF_06/2014	CHI	0,76
88430	PROJETOR DE ARGAMASSA, CAPACIDADE DE PROJEÇÃO 1,5 M3/H, ALCANCE DE 30 ATÉ 60 M, MOTOR ELÉTRICO POTÊNCIA 7,5 HP - CHI DIURNO. AF_06/2014	CHI	5,00
88438	PROJETOR DE ARGAMASSA, CAPACIDADE DE PROJEÇÃO 2 M3/H, ALCANCE ATÉ 50 M , MOTOR ELÉTRICO POTÊNCIA 7,5 HP - CHI DIURNO. AF_06/2014	CHI	6,62
88831	BETONEIRA CAPACIDADE NOMINAL DE 400 L, CAPACIDADE DE MISTURA 310 L, MO TOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 HP, SEM CARREGADOR - CHI DIURNO. AF_10/2014	CHI	0,30
88844	TRATOR DE ESTEIRAS, POTÊNCIA 125 HP, PESO OPERACIONAL 12,9 T, COM LÂMI NA 2,7 M3 - CHI DIURNO. AF_10/2014	CHI	55,95
88908	ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 1,20 M3, PESO OPERACION AL 21 T, POTÊNCIA BRUTA 155 HP - CHI DIURNO. AF_06/2014	CHI	52,87
89022	BOMBA SUBMERSÍVEL ELÉTRICA TRIFÁSICA, POTÊNCIA 2,96 HP, Ø ROTOR 144 MM SEMI-ABERTO, BOCAL DE SAÍDA Ø 2, HM/Q = 2 MCA / 38,8 M3/H A 28 MCA / 5 M3/H - CHI DIURNO. AF_06/2014	CHI	0,20
89027	TANQUE DE ASFALTO ESTACIONÁRIO COM MAÇARICO, CAPACIDADE 20.000 L - CHI DIURNO. AF_06/2014	CHI	2,10
89031	TRATOR DE ESTEIRAS, POTÊNCIA 100 HP, PESO OPERACIONAL 9,4 T, COM LÂMIN A 2,19 M3 - CHI DIURNO. AF_06/2014	CHI	54,27
89036	TRATOR DE PNEUS, POTÊNCIA 85 CV, TRAÇÃO 4X4, PESO COM LASTRO DE 4.675 KG - CHI DIURNO. AF_06/2014	CHI	23,98
89218	BATE-ESTACAS POR GRAVIDADE, POTÊNCIA DE 160 HP, PESO DO MARTELO ATÉ 3 TONELADAS - CHI DIURNO. AF_11/2014	CHI	30,04
89226	BETONEIRA CAPACIDADE NOMINAL DE 600 L, CAPACIDADE DE MISTURA 360 L, MO TOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 4 CV, SEM CARREGADOR - CHI DIURNO. AF_11/2014	CHI	1,24
89227	ROLO COMPACTADOR VIBRATORIO DE UM CILINDRO LISO DE ACO, POTENCIA 80 HP , PESO OPERACIONAL MAXIMO 8,5 T, LARGURA TRABALHO 1,676 M - CHI DIURNO . AF_06/2014	CHI	36,17
89235	FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 1,0 M, PO TÊNCIA 208 HP - CHI DIURNO. AF_11/2014	CHI	88,27
89243	FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 2,0 M, PO TÊNCIA 550 HP - CHI DIURNO. AF_11/2014	CHI	181,40
89251	RECICLADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 2,0 M, POTÊNCIA 422 HP - CHI DIURNO. AF_11/2014	CHI	160,06
89258	VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARGURA DE PAVIMENTAÇÃO 2,13 M A 4,55 M, POTÊNCIA 100 HP, CAPACIDADE 400 T/H - CHI DIURNO. AF_11/2 014	CHI	59,29
89273	GUINDASTE HIDRÁULICO AUTROPELIDO, COM LANÇA TELESCÓPICA 28,80 M, CAPAC IDADE MÁXIMA 30 T, POTÊNCIA 97 KW, TRAÇÃO 4 X 4 - CHI DIURNO. AF_11/20 14	CHI	62,90
89279	BETONEIRA CAPACIDADE NOMINAL DE 600 L, CAPACIDADE DE MISTURA 440 L, MO TOR A DIESEL POTÊNCIA 10 HP, COM CARREGADOR - CHI DIURNO. AF_11/2014	CHI	1,51
89877	CAMINHÃO BASCULANTE 14 M3, COM CAVALO MECÂNICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 36000 KG, POTÊNCIA 286 CV, INCLUSIVE SEMIREBOQUE COM CAÇAMBA METÁLICA - CHI DIURNO. AF_12/2014	CHI	43,50
89884	CAMINHÃO BASCULANTE 18 M3, COM CAVALO MECÂNICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 45000 KG, POTÊNCIA 330 CV, INCLUSIVE SEMIREBOQUE COM CAÇAMBA METÁLICA - CHI DIURNO. AF_12/2014	CHI	45,26
90587	VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSI CO POTÊNCIA DE 2 CV - CHI DIURNO. AF_06/2015	CHI	0,99
90626	"PERFURATRIZ MANUAL, TORQUE MÁXIMO 83 N.M, POTÊNCIA 5 CV, COM DIÂMETRO MÁXIMO 4"" - CHI DIURNO. AF_06/2015"	CHI	1,55
90632	"PERFURATRIZ SOBRE ESTEIRA, TORQUE MÁXIMO 600 KGF, PESO MÉDIO 1000 KG, POTÊNCIA 20 HP, DIÂMETRO MÁXIMO 10"" - CHI DIURNO. AF_06/2015"	CHI	52,99
90638	MISTURADOR DUPLO HORIZONTAL DE ALTA TURBULÊNCIA, CAPACIDADE / VOLUME 2 X 500 LITROS, MOTORES ELÉTRICOS MÍNIMO 5 CV CADA, PARA NATA CIMENTO, ARGAMASSA E OUTROS - CHI DIURNO. AF_06/2015	CHI	3,84
90644	BOMBA TRIPLEX, PARA INJEÇÃO DE NATA DE CIMENTO, VAZÃO MÁXIMA DE 100 LI TROS/MINUTO, PRESSÃO MÁXIMA DE 70 BAR - CHI DIURNO. AF_06/2015	CHI	6,62
90651	BOMBA CENTRÍFUGA MONOESTÁGIO COM MOTOR ELÉTRICO MONOFÁSICO, POTÊNCIA 1 5 HP, DIÂMETRO DO ROTOR 173 MM, HM/Q = 30 MCA / 90 M3/H A 45 MCA / 55 M3/H - CHI DIURNO. AF_06/2015	CHI	0,68
90657	BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 3 M3/H - CHI DIURNO. AF_06/2015	CHI	4,31
90663	BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 6 M3/H - CHI DIURNO. AF_06/2015	CHI	4,62
90669	PROJETOR PNEUMÁTICO DE ARGAMASSA PARA CHAPISCO E REBOCO COM RECIPIENTE ACOPLADO, TIPO CANEQUINHA, COM COMPRESSOR DE AR REBOCÁVEL VAZÃO 89 PC M E MOTOR DIESEL DE 20 CV - CHI DIURNO. AF_06/2015	CHI	3,50
90675	PERFURATRIZ COM TORRE METÁLICA PARA EXECUÇÃO DE ESTACA HÉLICE CONTÍNUA , PROFUNDIDADE MÁXIMA DE 30 M, DIÂMETRO MÁXIMO DE 800 MM, POTÊNCIA INS TALADA DE 268 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 170 KNM - CHI DIU RNO. AF_06/2015	CHI	181,93
90681	PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUN DIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - CHI DIURNO. AF_ 06/2015	CHI	103,15
90687	MANIPULADOR TELESCÓPICO, POTÊNCIA DE 85 HP, CAPACIDADE DE CARGA DE 3.5 00 KG, ALTURA MÁXIMA DE ELEVAÇÃO DE 12,3 M - CHI DIURNO. AF_06/2015	CHI	42,25
90693	MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NO MINAL DE OPERAÇÃO DE 646 KG - CHI DIURNO. AF_06/2015	CHI	29,47
90965	COMPRESSOR DE AR REBOCÁVEL, VAZÃO 89 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 20 CV - CHI DIURNO. AF_06/2015	CHI	2,91
90973	COMPRESSOR DE AR REBOCAVEL, VAZÃO 250 PCM, PRESSAO DE TRABALHO 102 PSI , MOTOR A DIESEL POTÊNCIA 81 CV - CHI DIURNO. AF_06/2015	CHI	2,92
90982	COMPRESSOR DE AR REBOCÁVEL, VAZÃO 748 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 210 CV - CHI DIURNO. AF_06/2015	CHI	7,41
91001	COMPRESSOR DE AR REBOCAVEL, VAZÃO 400 PCM, PRESSAO DE TRABALHO 102 PSI , MOTOR A DIESEL POTÊNCIA 110 CV - CHI DIURNO. AF_06/2015	CHI	3,46
91032	CAMINHÃO TRUCADO (C/ TERCEIRO EIXO) ELETRÔNICO - POTÊNCIA 231CV - PBT = 22000KG - DIST. ENTRE EIXOS 5170 MM - INCLUI CARROCERIA FIXA ABERTA DE MADEIRA - CHI DIURNO. AF_06/2015	CHI	34,12
91278	PLACA VIBRATÓRIA REVERSÍVEL COM MOTOR 4 TEMPOS A GASOLINA, FORÇA CENTR ÍFUGA DE 25 KN (2500 KGF), POTÊNCIA 5,5 CV - CHI DIURNO. AF_08/2015	CHI	0,97
91285	"CORTADORA DE PISO COM MOTOR 4 TEMPOS A GASOLINA, POTÊNCIA DE 13 HP, CO M DISCO DE CORTE DIAMANTADO SEGMENTADO PARA CONCRETO, DIÂMETRO DE 350 MM, FURO DE 1"" (14 X 1"") - CHI DIURNO. AF_08/2015"	CHI	0,96
91387	CAMINHÃO BASCULANTE 10 M3, TRUCADO CABINE SIMPLES, PESO BRUTO TOTAL 23 .000 KG, CARGA ÚTIL MÁXIMA 15.935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, PO TÊNCIA 230 CV INCLUSIVE CAÇAMBA METÁLICA - CHI DIURNO. AF_06/2014	CHI	37,60
91395	CAMINHÃO TOCO, PBT 14.300 KG, CARGA ÚTIL MÁX. 9.710 KG, DIST. ENTRE EI XOS 3,56 M, POTÊNCIA 185 CV, INCLUSIVE CARROCERIA FIXA ABERTA DE MADEI RA P/ TRANSPORTE GERAL DE CARGA SECA, DIMEN. APROX. 2,50 X 6,50 X 0,50 M - CHI DIURNO. AF_06/2014	CHI	34,16
91486	ESPARGIDOR DE ASFALTO PRESSURIZADO, TANQUE 6 M3 COM ISOLAÇÃO TÉRMICA, AQUECIDO COM 2 MAÇARICOS, COM BARRA ESPARGIDORA 3,60 M, MONTADO SOBRE CAMINHÃO  TOCO, PBT 14.300 KG, POTÊNCIA 185 CV - CHI DIURNO. AF_08/201 5	CHI	39,39
91534	COMPACTADOR DE SOLOS DE PERCUSSÃO (SOQUETE) COM MOTOR A GASOLINA 4 TEM POS, POTÊNCIA 4 CV - CHI DIURNO. AF_08/2015	CHI	1,56
91635	GUINDAUTO HIDRÁULICO, CAPACIDADE MÁXIMA DE CARGA 6500 KG, MOMENTO MÁXI MO DE CARGA 5,8 TM, ALCANCE MÁXIMO HORIZONTAL 7,60 M, INCLUSIVE CAMINH ÃO TOCO PBT 9.700 KG, POTÊNCIA DE 160 CV - CHI DIURNO. AF_08/2015	CHI	32,48
91646	CAMINHÃO DE TRANSPORTE DE MATERIAL ASFÁLTICO 30.000 L, COM CAVALO MECÂ NICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 66.000 KG, POTÊNCIA 3 60 CV, INCLUSIVE TANQUE DE ASFALTO COM SERPENTINA - CHI DIURNO. AF_08/ 2015	CHI	49,31
91693	"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIF A PARA DISCO 10"" - CHI DIURNO. AF_08/2015"	CHI	0,06
92044	DISTRIBUIDOR DE AGREGADOS REBOCAVEL, CAPACIDADE 1,9 M³, LARGURA DE TRA BALHO 3,66 M - CHI DIURNO. AF_11/2015	CHI	3,72
92107	CAMINHÃO PARA EQUIPAMENTO DE LIMPEZA A SUCÇÃO COM CAMINHÃO TRUCADO DE PESO BRUTO TOTAL 23000 KG, CARGA ÚTIL MÁXIMA 15935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV, INCLUSIVE LIMPADORA A SUCÇÃO, TANQUE 1	CHI	41,34
92113	PENEIRA ROTATIVA COM MOTOR ELÉTRICO TRIFÁSICO DE 2 CV, CILINDRO DE 1 M X 0,60 M, COM FUROS DE 3,17 MM - CHI DIURNO. AF_11/2015	CHI	1,18
92119	DOSADOR DE AREIA, CAPACIDADE DE 26 LITROS - CHI DIURNO. AF_11/2015	CHI	0,97
92139	CAMINHONETE COM MOTOR A DIESEL, POTÊNCIA 180 CV, CABINE DUPLA, 4X4 - C HI DIURNO. AF_11/2015	CHI	24,12
92146	CAMINHONETE CABINE SIMPLES COM MOTOR 1.6 FLEX, CÂMBIO MANUAL, POTÊNCIA 101/104 CV, 2 PORTAS - CHI DIURNO. AF_11/2015	CHI	18,81
92243	CAMINHÃO DE TRANSPORTE DE MATERIAL ASFÁLTICO 20.000 L, COM CAVALO MECÂ NICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 45.000 KG, POTÊNCIA 3 30 CV, INCLUSIVE TANQUE DE ASFALTO COM MAÇARICO - CHI DIURNO. AF_12/20 15	CHI	40,50
92717	APARELHO PARA CORTE E SOLDA OXI-ACETILENO SOBRE RODAS, INCLUSIVE CILIN DROS E MAÇARICOS - CHI DIURNO. AF_12/2015	CHI	0,17
92961	MÁQUINA EXTRUSORA DE CONCRETO PARA GUIAS E SARJETAS, MOTOR A DIESEL, P OTÊNCIA 14 CV - CHI DIURNO. AF_12/2015	CHI	3,59
92967	MARTELO PERFURADOR PNEUMÁTICO MANUAL, HASTE 25 X 75 MM, 21 KG - CHI DI URNO. AF_12/2015	CHI	10,86
